@RELATION SIMP
@ATTRIBUTE mgl NUMERIC
@ATTRIBUTE stdr NUMERIC
@ATTRIBUTE stdg NUMERIC
@ATTRIBUTE stdb NUMERIC
@ATTRIBUTE sknr NUMERIC
@ATTRIBUTE skng NUMERIC
@ATTRIBUTE sknb NUMERIC
@ATTRIBUTE rmsr NUMERIC
@ATTRIBUTE rmsg NUMERIC
@ATTRIBUTE rmsb NUMERIC
@ATTRIBUTE mdr NUMERIC
@ATTRIBUTE mdg NUMERIC
@ATTRIBUTE mdb NUMERIC
@ATTRIBUTE class {bart, marge, lisa, maggie, homer}

@DATA
0.530714, 0.324847, 0.330982, 0.344696, -0.641851, -0.198256, 0.0887898, 0.676393, 0.610573, 0.569814, 0.281642, 0.29641, 0.307102, homer
0.544102, 0.33983, 0.347356, 0.366986, -0.465374, -0.290455, 0.222102, 0.681878, 0.644024, 0.562665, 0.308505, 0.315068, 0.339716, homer
0.555208, 0.326127, 0.329107, 0.366939, -0.566424, -0.255427, 0.207756, 0.674308, 0.646781, 0.582043, 0.28577, 0.290186, 0.325447, homer
0.544256, 0.336444, 0.341425, 0.378415, -0.572253, -0.285684, 0.437712, 0.691918, 0.640118, 0.547281, 0.300585, 0.303957, 0.348205, homer
0.551593, 0.326065, 0.297322, 0.321198, -0.2323, -0.302719, -0.512098, 0.634377, 0.627696, 0.647062, 0.300829, 0.25808, 0.26867, homer
0.372809, 0.320892, 0.266169, 0.271812, 0.215843, 0.242405, 0.513158, 0.507065, 0.460997, 0.404376, 0.283406, 0.224417, 0.230687, homer
0.420527, 0.267291, 0.272823, 0.270326, -0.0420171, 0.147995, 0.832214, 0.563581, 0.487917, 0.405745, 0.224419, 0.233356, 0.228221, homer
0.581648, 0.3039, 0.312366, 0.343912, -0.970393, -0.58392, 0.248035, 0.720991, 0.659146, 0.524423, 0.242, 0.260756, 0.317309, homer
0.434804, 0.266193, 0.29099, 0.277957, -0.126558, 0.0935624, 0.902723, 0.595416, 0.505332, 0.399419, 0.225813, 0.254705, 0.236247, homer
0.566789, 0.335109, 0.288109, 0.341086, -0.652293, -0.518972, -0.182487, 0.680067, 0.639536, 0.586807, 0.288431, 0.238261, 0.304178, homer
0.472809, 0.319497, 0.302922, 0.308011, -0.350435, -0.0584975, 1.02876, 0.641405, 0.553241, 0.431745, 0.286358, 0.270532, 0.25974, homer
0.518275, 0.338286, 0.304697, 0.32185, -0.427827, -0.323303, 0.950531, 0.695583, 0.596986, 0.444196, 0.307876, 0.269158, 0.274841, homer
0.474801, 0.301229, 0.285028, 0.301746, -0.255902, -0.158828, 0.682733, 0.59728, 0.556089, 0.46415, 0.263881, 0.246829, 0.260711, homer
0.478033, 0.346772, 0.275749, 0.303377, -0.203147, -0.191526, 0.27217, 0.606573, 0.557912, 0.492382, 0.317881, 0.234017, 0.268586, homer
0.63655, 0.252221, 0.268243, 0.321226, -1.48612, -1.24693, 0.12549, 0.74801, 0.688722, 0.568848, 0.182457, 0.200648, 0.285954, homer
0.48943, 0.292163, 0.263523, 0.280487, -0.382153, -0.300024, 0.984863, 0.624398, 0.560228, 0.410021, 0.257766, 0.22786, 0.23483, homer
0.617601, 0.30064, 0.285043, 0.335311, -0.980134, -0.873929, -0.00026622, 0.693087, 0.70385, 0.571485, 0.241964, 0.222759, 0.30482, homer
0.533915, 0.328098, 0.285233, 0.331611, -0.42652, -0.584982, 0.667266, 0.671658, 0.617987, 0.460711, 0.292015, 0.239781, 0.299728, homer
0.39087, 0.258257, 0.234794, 0.210311, -0.136154, -0.0463388, 1.28927, 0.511985, 0.458482, 0.318883, 0.222454, 0.197864, 0.159893, homer
0.495466, 0.266968, 0.234272, 0.184753, -0.407016, -0.490527, 1.17885, 0.618223, 0.556427, 0.338731, 0.231395, 0.200905, 0.13739, homer
0.281694, 0.286808, 0.248162, 0.169283, 0.304656, 1.29669, 1.17836, 0.479522, 0.349085, 0.258549, 0.2439, 0.195209, 0.133039, homer
0.469761, 0.273067, 0.251827, 0.301973, -0.0374067, 0.0778425, 0.811264, 0.597213, 0.531623, 0.435964, 0.234879, 0.214702, 0.257876, homer
0.424265, 0.258158, 0.256102, 0.274011, 0.200403, 0.0491932, 0.628233, 0.535928, 0.490765, 0.430238, 0.221448, 0.216466, 0.236122, homer
0.473591, 0.353901, 0.34077, 0.357732, -0.164463, 0.0939293, 0.686214, 0.637047, 0.57766, 0.506449, 0.335157, 0.317001, 0.322835, homer
0.489384, 0.360925, 0.295391, 0.352254, -0.255833, -0.263076, 0.00623396, 0.629454, 0.572309, 0.543368, 0.333296, 0.249666, 0.330689, maggie
0.50504, 0.347792, 0.294471, 0.332202, -0.276046, -0.292652, 0.00453403, 0.620305, 0.589818, 0.557387, 0.313867, 0.2499, 0.300453, maggie
0.516054, 0.387702, 0.295793, 0.390668, -0.0429807, -0.392879, -0.111306, 0.613978, 0.618546, 0.616489, 0.372709, 0.241113, 0.37602, maggie
0.41875, 0.332847, 0.279589, 0.33802, -0.0582413, 0.154905, 0.376242, 0.565254, 0.496419, 0.494275, 0.300535, 0.241323, 0.310653, maggie
0.419715, 0.256705, 0.251655, 0.25848, 0.274737, 0.0573541, 0.853853, 0.539865, 0.484545, 0.397072, 0.216864, 0.214328, 0.218399, maggie
0.514231, 0.349438, 0.290913, 0.351358, -0.325503, -0.408753, -0.234419, 0.611337, 0.602593, 0.590629, 0.311589, 0.238964, 0.323558, maggie
0.458441, 0.367477, 0.292336, 0.336016, -0.0868959, -0.158723, 0.45122, 0.609701, 0.545984, 0.497025, 0.34945, 0.253923, 0.314167, maggie
0.528922, 0.358619, 0.286001, 0.350169, -0.264037, -0.613535, 0.0521671, 0.639949, 0.61222, 0.577875, 0.337416, 0.238245, 0.332338, maggie
0.485386, 0.369018, 0.305428, 0.347508, -0.186458, -0.219442, 0.286231, 0.637894, 0.57077, 0.534115, 0.349054, 0.267324, 0.328856, maggie
0.448729, 0.354307, 0.294284, 0.324295, 0.0708325, -0.249643, 0.481868, 0.581208, 0.540991, 0.50396, 0.334367, 0.267066, 0.295859, maggie
0.406909, 0.338074, 0.258788, 0.183852, -0.060972, 0.00436969, 2.15895, 0.580634, 0.487923, 0.270497, 0.31671, 0.236437, 0.123232, maggie
0.505668, 0.297331, 0.249146, 0.346703, -0.190495, -0.653629, 0.534655, 0.597657, 0.576179, 0.527105, 0.267576, 0.200138, 0.321462, maggie
0.576164, 0.310425, 0.278395, 0.308312, -0.573176, -0.39966, 0.400467, 0.708205, 0.637137, 0.530361, 0.274682, 0.247307, 0.262084, marge
0.475046, 0.349182, 0.31599, 0.304524, -0.25119, -0.104398, 0.242804, 0.620107, 0.561209, 0.527676, 0.319238, 0.282322, 0.268928, marge
0.500613, 0.326049, 0.320746, 0.332431, -0.459952, -0.13411, 0.556866, 0.661935, 0.582261, 0.501082, 0.288373, 0.29305, 0.300534, marge
0.51731, 0.340012, 0.349976, 0.351162, -0.53794, -0.0275575, 0.491517, 0.677482, 0.611216, 0.545218, 0.304679, 0.32151, 0.308789, marge
0.505101, 0.281735, 0.291201, 0.276967, -0.569223, -0.287332, 1.00593, 0.661191, 0.571999, 0.426039, 0.233692, 0.259301, 0.227714, marge
0.429963, 0.287973, 0.255104, 0.282552, -0.104805, 0.276416, 0.610098, 0.564913, 0.494233, 0.423002, 0.243937, 0.218555, 0.241882, marge
0.450613, 0.346926, 0.33787, 0.322774, -0.433, 0.0949645, 0.873785, 0.640929, 0.546616, 0.455454, 0.310895, 0.315405, 0.278375, marge
0.497886, 0.298836, 0.37252, 0.399606, -0.513458, -0.108521, 0.422434, 0.66144, 0.602034, 0.551302, 0.251659, 0.342193, 0.381201, marge
0.522564, 0.379412, 0.283837, 0.327965, -0.399173, -0.512679, -0.033685, 0.666628, 0.587768, 0.5915, 0.356661, 0.257411, 0.308212, marge
0.4108, 0.383225, 0.312424, 0.242954, -0.258795, 0.335414, 1.32334, 0.653107, 0.490156, 0.360925, 0.358095, 0.283326, 0.181894, marge
